,Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
1427,0,28.0,3.0,6.0,2,1,3.0,3.0,0,1.0,1,4.0,0.0,14.0,0.0,0.0,202.0,1
1428,0,11.0,1.0,12.0,1,0,3.0,5.0,3,1.0,1,8.0,1.0,12.0,0.0,9.0,153.0,0
1429,0,7.0,1.0,6.0,1,1,3.0,3.0,3,4.0,1,2.0,0.0,15.0,1.0,3.0,143.0,1
1430,0,29.0,1.0,13.0,2,1,2.0,5.0,0,1.0,2,5.0,0.0,11.0,0.0,2.0,173.0,1
1432,0,24.0,1.0,15.0,2,1,3.0,3.0,2,1.0,1,4.0,0.0,23.0,1.0,3.0,121.0,1
1433,0,3.0,1.0,8.0,2,1,4.0,4.0,3,1.0,1,2.0,0.0,19.0,3.0,8.0,142.0,1
1434,1,9.0,3.0,15.0,1,1,3.0,4.0,0,1.0,2,2.0,0.0,16.0,3.0,7.0,196.0,1
1436,0,24.0,3.0,27.0,3,1,3.0,3.0,3,1.0,2,1.0,1.0,22.0,0.0,0.0,154.0,1
1437,0,3.0,3.0,10.0,1,0,3.0,4.0,3,4.0,1,2.0,1.0,12.0,2.0,7.0,152.0,1
1438,0,19.0,1.0,6.0,1,1,2.0,4.0,0,5.0,1,3.0,1.0,13.0,4.0,5.0,207.0,0
1439,0,5.0,3.0,12.0,1,1,2.0,3.0,3,3.0,2,2.0,0.0,16.0,5.0,7.0,150.0,1
1440,0,27.0,1.0,8.0,0,0,2.0,3.0,0,3.0,1,10.0,0.0,12.0,0.0,3.0,235.0,1
1441,0,0.0,3.0,9.0,4,0,2.0,3.0,3,3.0,1,1.0,0.0,21.0,0.0,2.0,150.0,1
1442,0,1.0,3.0,10.0,1,1,2.0,3.0,3,3.0,1,2.0,0.0,15.0,0.0,4.0,142.0,0
1443,0,30.0,3.0,16.0,1,1,2.0,3.0,4,3.0,2,1.0,0.0,13.0,0.0,8.0,239.0,1
1444,0,17.0,1.0,29.0,1,1,3.0,3.0,3,4.0,1,5.0,0.0,12.0,0.0,2.0,120.0,0
1445,1,0.0,2.0,12.0,4,1,3.0,3.0,2,5.0,1,5.0,1.0,22.0,0.0,2.0,121.0,1
1447,1,0.0,1.0,12.0,2,0,3.0,4.0,2,1.0,2,2.0,1.0,18.0,0.0,0.0,129.0,0
1448,0,7.0,1.0,12.0,4,0,2.0,3.0,3,3.0,2,2.0,0.0,14.0,0.0,10.0,148.0,1
1451,0,23.0,1.0,6.0,2,0,3.0,3.0,1,4.0,1,4.0,1.0,19.0,0.0,7.0,282.0,0
1452,1,0.0,3.0,11.0,3,1,2.0,4.0,3,3.0,2,2.0,1.0,11.0,0.0,3.0,157.0,1
1453,0,0.0,1.0,13.0,1,1,3.0,4.0,2,1.0,1,2.0,0.0,11.0,0.0,1.0,129.0,1
1455,0,24.0,1.0,6.0,1,0,1.0,4.0,0,5.0,2,4.0,0.0,20.0,4.0,8.0,175.0,0
1456,1,0.0,1.0,13.0,2,1,3.0,5.0,3,3.0,2,2.0,1.0,24.0,1.0,6.0,161.0,0
1457,0,27.0,2.0,32.0,4,0,1.0,1.0,4,1.0,2,3.0,1.0,12.0,2.0,4.0,273.0,0
1459,0,7.0,1.0,12.0,2,0,2.0,4.0,3,4.0,1,7.0,0.0,15.0,1.0,0.0,145.0,1
1460,0,10.0,3.0,9.0,2,1,2.0,3.0,0,1.0,2,3.0,0.0,12.0,0.0,3.0,174.0,1
1464,0,99.0,3.0,32.0,2,1,3.0,3.0,4,1.0,1,2.0,1.0,12.0,1.0,12.0,270.0,0
1465,0,3.0,1.0,29.0,2,1,3.0,5.0,2,3.0,1,2.0,0.0,25.0,0.0,9.0,126.0,0
1466,0,6.0,3.0,28.0,3,1,3.0,3.0,3,4.0,1,1.0,0.0,13.0,0.0,7.0,161.0,0
1467,1,19.0,1.0,20.0,2,0,3.0,3.0,2,4.0,1,10.0,1.0,18.0,3.0,3.0,150.0,1
1468,0,24.0,1.0,12.0,2,1,2.0,3.0,1,3.0,2,8.0,0.0,13.0,8.0,15.0,295.0,1
1469,1,0.0,3.0,12.0,2,1,3.0,5.0,3,3.0,1,5.0,1.0,18.0,0.0,7.0,162.0,1
1471,1,20.0,1.0,29.0,1,0,3.0,3.0,0,1.0,1,2.0,0.0,12.0,7.0,6.0,203.0,1
1472,1,0.0,3.0,28.0,3,1,2.0,3.0,2,3.0,2,2.0,1.0,19.0,1.0,0.0,117.0,1
1474,0,22.0,1.0,26.0,1,0,3.0,3.0,3,5.0,1,2.0,0.0,14.0,5.0,11.0,166.0,1
1476,0,23.0,3.0,18.0,3,0,3.0,3.0,0,1.0,2,5.0,0.0,11.0,1.0,1.0,192.0,0
1477,1,0.0,3.0,26.0,2,0,3.0,5.0,3,3.0,1,4.0,1.0,11.0,0.0,2.0,146.0,1
1478,0,14.0,3.0,15.0,2,1,3.0,3.0,0,3.0,1,4.0,1.0,13.0,0.0,7.0,182.0,1
1479,0,0.0,2.0,31.0,2,0,3.0,3.0,2,3.0,1,2.0,0.0,23.0,2.0,7.0,129.0,1
1480,0,9.0,1.0,12.0,1,1,2.0,3.0,3,4.0,1,7.0,0.0,20.0,0.0,1.0,149.0,1
1481,1,99.0,1.0,14.0,2,1,2.0,5.0,0,1.0,2,3.0,0.0,15.0,1.0,3.0,207.0,0
1482,0,12.0,3.0,10.0,2,0,2.0,4.0,3,3.0,1,5.0,0.0,14.0,5.0,9.0,159.0,1
1483,0,0.0,3.0,34.0,2,1,2.0,4.0,3,3.0,1,3.0,0.0,18.0,1.0,2.0,186.0,1
1484,0,3.0,2.0,15.0,4,1,2.0,3.0,3,1.0,1,1.0,1.0,19.0,4.0,7.0,163.0,1
1485,1,0.0,1.0,15.0,1,0,2.0,3.0,2,5.0,2,8.0,0.0,22.0,1.0,4.0,142.0,1
1486,0,18.0,1.0,35.0,1,1,2.0,3.0,2,1.0,2,6.0,0.0,13.0,1.0,3.0,135.0,1
1487,0,11.0,1.0,9.0,0,0,2.0,3.0,3,3.0,2,4.0,1.0,20.0,2.0,2.0,143.0,1
1488,0,3.0,1.0,24.0,2,0,3.0,3.0,2,3.0,2,2.0,0.0,14.0,1.0,4.0,126.0,1
1490,0,3.0,1.0,11.0,0,0,2.0,3.0,2,5.0,1,6.0,0.0,14.0,0.0,30.0,132.0,1
1491,0,3.0,1.0,8.0,1,1,2.0,4.0,2,1.0,2,1.0,0.0,13.0,0.0,2.0,127.0,1
1493,0,14.0,1.0,15.0,2,1,3.0,3.0,2,5.0,1,3.0,0.0,21.0,0.0,4.0,122.0,1
1495,0,13.0,1.0,32.0,1,0,2.0,3.0,3,4.0,1,2.0,0.0,11.0,0.0,13.0,156.0,0
1496,0,8.0,3.0,6.0,3,1,3.0,3.0,0,4.0,1,2.0,0.0,13.0,0.0,6.0,173.0,1
1497,0,26.0,3.0,12.0,3,1,2.0,3.0,3,3.0,1,3.0,1.0,20.0,0.0,5.0,123.0,1
1498,0,18.0,1.0,15.0,2,1,2.0,3.0,3,4.0,1,9.0,0.0,18.0,1.0,15.0,123.0,1
1499,0,5.0,3.0,14.0,3,0,2.0,3.0,0,1.0,2,2.0,0.0,14.0,2.0,7.0,190.0,0
1500,0,2.0,1.0,6.0,0,1,2.0,3.0,3,3.0,1,2.0,0.0,13.0,0.0,9.0,143.0,0
1501,0,24.0,1.0,13.0,1,1,2.0,4.0,3,3.0,1,3.0,0.0,17.0,1.0,0.0,161.0,1
1504,0,7.0,3.0,8.0,3,0,3.0,3.0,2,3.0,1,7.0,0.0,18.0,0.0,2.0,122.0,0
1505,0,0.0,1.0,25.0,1,1,3.0,3.0,2,1.0,1,2.0,0.0,24.0,2.0,2.0,123.0,1
1507,0,1.0,1.0,27.0,1,1,2.0,3.0,2,1.0,1,2.0,0.0,11.0,0.0,2.0,127.0,1
1511,0,99.0,1.0,20.0,2,1,2.0,3.0,2,3.0,1,5.0,0.0,12.0,1.0,8.0,125.0,1
1512,0,3.0,3.0,11.0,2,0,2.0,3.0,0,1.0,1,3.0,0.0,12.0,1.0,4.0,194.0,1
1513,0,11.0,3.0,6.0,2,0,2.0,4.0,3,1.0,2,114.0,0.0,22.0,0.0,7.0,187.0,1
1514,0,5.0,1.0,12.0,2,1,2.0,3.0,2,3.0,2,4.0,0.0,20.0,0.0,4.0,130.0,1
1515,0,0.0,1.0,23.0,0,1,2.0,3.0,2,4.0,1,1.0,1.0,16.0,0.0,1.0,131.0,1
1516,1,0.0,3.0,6.0,0,0,3.0,5.0,2,5.0,2,1.0,0.0,21.0,1.0,0.0,123.0,0
1518,0,3.0,1.0,15.0,1,1,3.0,3.0,3,5.0,1,2.0,0.0,11.0,5.0,10.0,131.0,0
1519,0,18.0,3.0,10.0,2,0,1.0,3.0,3,5.0,1,5.0,1.0,11.0,0.0,3.0,150.0,1
1520,0,29.0,1.0,14.0,2,0,3.0,3.0,2,5.0,1,5.0,1.0,18.0,2.0,2.0,1992.0,1
1521,0,6.0,1.0,8.0,2,1,2.0,3.0,2,1.0,2,1.0,0.0,14.0,1.0,2.0,125.0,1
1524,0,11.0,1.0,15.0,2,0,3.0,3.0,2,1.0,2,2.0,0.0,12.0,1.0,1.0,123.0,1
1525,0,4.0,1.0,18.0,1,0,3.0,3.0,2,1.0,1,9.0,1.0,23.0,1.0,2.0,139.0,1
1526,0,99.0,1.0,33.0,1,0,3.0,3.0,2,4.0,2,3.0,0.0,15.0,0.0,2.0,123.0,1
1527,1,99.0,3.0,26.0,3,0,3.0,3.0,2,4.0,2,2.0,1.0,22.0,0.0,2.0,131.0,1
1529,0,26.0,1.0,19.0,1,0,2.0,1.0,3,5.0,1,2.0,0.0,11.0,1.0,3.0,145.0,1
1532,0,28.0,1.0,20.0,1,1,3.0,1.0,1,4.0,2,9.0,0.0,11.0,2.0,15.0,287.0,1
1534,0,24.0,1.0,9.0,1,0,3.0,3.0,4,4.0,2,4.0,0.0,18.0,1.0,0.0,237.0,1
1536,0,0.0,1.0,15.0,1,0,4.0,3.0,2,4.0,2,2.0,0.0,16.0,0.0,3.0,123.0,1
1537,1,0.0,1.0,29.0,2,1,2.0,4.0,3,3.0,1,4.0,1.0,13.0,1.0,1.0,159.0,1
1539,0,18.0,1.0,8.0,1,1,3.0,4.0,4,1.0,1,10.0,0.0,23.0,1.0,8.0,268.0,0
1540,0,10.0,1.0,27.0,2,1,3.0,1.0,2,5.0,1,2.0,1.0,12.0,1.0,7.0,136.0,1
1542,0,15.0,1.0,27.0,1,0,2.0,3.0,3,3.0,1,3.0,0.0,16.0,0.0,2.0,153.0,0
1543,0,11.0,1.0,8.0,2,0,2.0,3.0,3,3.0,1,10.0,0.0,14.0,1.0,0.0,1807.0,1
1544,0,11.0,1.0,35.0,0,1,2.0,3.0,3,1.0,1,4.0,0.0,18.0,0.0,7.0,163.0,1
1545,0,0.0,1.0,6.0,0,1,2.0,4.0,3,5.0,1,6.0,0.0,19.0,2.0,0.0,143.0,0
1547,0,7.0,1.0,16.0,1,1,2.0,3.0,2,3.0,1,2.0,1.0,17.0,2.0,0.0,138.0,0
1548,0,13.0,1.0,25.0,1,1,1.0,3.0,3,1.0,1,9.0,1.0,15.0,3.0,7.0,127.0,1
1549,1,1.0,1.0,35.0,1,1,3.0,3.0,3,5.0,1,8.0,1.0,19.0,1.0,0.0,167.0,1
1550,1,0.0,3.0,33.0,3,0,2.0,3.0,0,1.0,1,2.0,0.0,22.0,0.0,9.0,176.0,1
1551,0,0.0,1.0,11.0,2,1,2.0,1.0,2,4.0,1,120.0,1.0,16.0,2.0,2.0,123.0,1
1552,0,99.0,1.0,24.0,1,0,3.0,3.0,2,1.0,2,2.0,0.0,13.0,0.0,7.0,122.0,0
1553,0,13.0,1.0,15.0,2,1,3.0,4.0,3,1.0,1,10.0,0.0,14.0,0.0,2.0,149.0,0
1554,0,19.0,1.0,6.0,1,1,3.0,3.0,0,5.0,1,8.0,0.0,16.0,0.0,3.0,194.0,1
1555,1,0.0,3.0,10.0,1,1,2.0,5.0,0,1.0,1,2.0,0.0,11.0,6.0,8.0,204.0,1
1559,1,0.0,1.0,9.0,0,0,2.0,3.0,2,5.0,2,6.0,1.0,11.0,0.0,4.0,127.0,1
1560,0,14.0,3.0,12.0,2,0,3.0,3.0,0,1.0,2,4.0,1.0,18.0,0.0,0.0,236.0,1
1561,1,0.0,3.0,32.0,3,0,2.0,4.0,3,5.0,2,6.0,0.0,15.0,1.0,1.0,167.0,0
1562,1,0.0,1.0,6.0,0,1,2.0,3.0,2,3.0,2,1.0,0.0,14.0,0.0,5.0,121.0,1
1564,0,27.0,3.0,9.0,3,0,2.0,3.0,3,5.0,1,3.0,0.0,14.0,1.0,5.0,159.0,1
1565,0,9.0,1.0,11.0,2,1,3.0,3.0,3,4.0,2,9.0,0.0,16.0,2.0,7.0,159.0,1
1566,0,6.0,1.0,10.0,1,0,2.0,4.0,2,4.0,1,7.0,0.0,21.0,0.0,1.0,126.0,1
1567,0,10.0,1.0,17.0,4,1,2.0,3.0,0,1.0,1,2.0,1.0,14.0,1.0,7.0,222.0,0
1568,0,11.0,3.0,9.0,2,1,3.0,3.0,0,3.0,1,1.0,0.0,12.0,1.0,13.0,206.0,1
1569,0,4.0,1.0,6.0,1,1,2.0,5.0,3,3.0,1,1.0,0.0,12.0,0.0,4.0,143.0,0
1571,0,10.0,3.0,10.0,3,1,2.0,3.0,2,1.0,1,5.0,0.0,17.0,3.0,8.0,128.0,0
1572,0,2.0,3.0,6.0,1,0,2.0,3.0,0,1.0,1,108.0,0.0,14.0,4.0,1.0,179.0,0
1573,0,8.0,3.0,6.0,3,0,3.0,3.0,0,3.0,2,2.0,0.0,14.0,1.0,8.0,188.0,0
1574,1,0.0,1.0,24.0,1,1,2.0,4.0,2,1.0,2,2.0,1.0,13.0,0.0,1.0,124.0,1
1575,0,25.0,1.0,8.0,2,0,2.0,4.0,2,1.0,2,8.0,0.0,15.0,2.0,2.0,132.0,1
1577,0,30.0,2.0,12.0,1,1,2.0,3.0,2,3.0,1,9.0,0.0,17.0,0.0,2.0,123.0,1
1578,0,23.0,3.0,6.0,1,0,3.0,3.0,1,1.0,1,4.0,0.0,11.0,1.0,6.0,295.0,1
1579,1,0.0,1.0,20.0,1,1,2.0,3.0,2,1.0,1,6.0,1.0,13.0,1.0,4.0,124.0,1
1581,1,0.0,1.0,8.0,2,0,2.0,3.0,2,5.0,1,8.0,0.0,20.0,1.0,7.0,127.0,1
1584,1,0.0,1.0,6.0,2,1,3.0,4.0,2,3.0,2,1.0,1.0,14.0,0.0,2.0,137.0,1
1585,0,12.0,1.0,6.0,1,0,3.0,3.0,2,3.0,1,8.0,0.0,14.0,1.0,2.0,122.0,1
1586,0,5.0,3.0,32.0,3,1,3.0,3.0,3,1.0,1,1.0,0.0,18.0,2.0,2.0,145.0,0
1587,0,99.0,1.0,25.0,2,1,2.0,3.0,3,5.0,1,3.0,0.0,16.0,0.0,0.0,131.0,1
1588,0,13.0,1.0,30.0,0,1,3.0,3.0,3,1.0,1,2.0,0.0,17.0,2.0,7.0,133.0,1
1590,0,4.0,1.0,9.0,1,1,3.0,3.0,0,3.0,1,10.0,0.0,12.0,2.0,2.0,237.0,0
1592,0,7.0,1.0,8.0,2,1,2.0,4.0,3,5.0,1,7.0,0.0,13.0,0.0,9.0,160.0,1
1593,0,10.0,1.0,6.0,1,0,2.0,4.0,2,5.0,1,3.0,0.0,14.0,0.0,2.0,139.0,1
1594,0,18.0,1.0,13.0,2,1,3.0,1.0,3,3.0,1,5.0,0.0,17.0,1.0,2.0,164.0,0
1596,0,12.0,1.0,8.0,0,0,3.0,3.0,0,3.0,2,1.0,0.0,25.0,6.0,8.0,209.0,0
1597,0,2.0,1.0,21.0,2,1,2.0,3.0,2,1.0,2,2.0,0.0,19.0,1.0,5.0,123.0,1
1598,0,15.0,1.0,23.0,2,0,2.0,1.0,3,5.0,2,4.0,1.0,13.0,1.0,2.0,165.0,1
1599,0,2.0,3.0,26.0,3,1,2.0,3.0,3,1.0,1,3.0,0.0,14.0,1.0,2.0,169.0,1
1601,0,15.0,1.0,8.0,1,0,2.0,4.0,2,5.0,1,1.0,1.0,11.0,7.0,8.0,126.0,1
1602,0,13.0,1.0,8.0,1,1,2.0,3.0,1,3.0,1,1.0,0.0,19.0,3.0,9.0,294.0,1
1603,0,24.0,1.0,6.0,2,1,3.0,3.0,2,1.0,1,2.0,0.0,11.0,1.0,0.0,127.0,1
1604,1,0.0,1.0,35.0,1,1,3.0,4.0,2,4.0,2,1.0,0.0,11.0,0.0,4.0,135.0,0
1606,0,11.0,3.0,8.0,2,1,2.0,4.0,3,1.0,1,4.0,0.0,18.0,1.0,5.0,152.0,0
1607,0,5.0,1.0,8.0,0,1,2.0,4.0,3,5.0,2,5.0,0.0,13.0,0.0,4.0,122.0,1
1609,1,0.0,1.0,8.0,2,1,3.0,3.0,2,3.0,2,3.0,0.0,11.0,0.0,0.0,135.0,1
1610,0,99.0,3.0,8.0,1,1,3.0,4.0,3,4.0,1,3.0,0.0,19.0,1.0,0.0,166.0,1
1611,0,4.0,1.0,29.0,1,1,3.0,4.0,3,1.0,1,1.0,0.0,21.0,0.0,8.0,156.0,1
1612,0,0.0,1.0,11.0,2,1,2.0,1.0,3,5.0,1,2.0,0.0,12.0,1.0,5.0,140.0,0
1613,0,18.0,1.0,26.0,1,1,3.0,3.0,4,1.0,1,1.0,1.0,14.0,2.0,10.0,235.0,1
1614,0,9.0,1.0,12.0,2,1,2.0,3.0,2,1.0,1,1.0,0.0,11.0,1.0,11.0,132.0,1
1615,0,28.0,1.0,6.0,1,1,2.0,3.0,1,5.0,2,1.0,1.0,14.0,3.0,13.0,290.0,1
1616,1,10.0,1.0,35.0,2,1,2.0,3.0,0,4.0,1,2.0,1.0,12.0,4.0,9.0,218.0,0
1617,0,1.0,1.0,15.0,1,1,3.0,3.0,2,1.0,1,2.0,0.0,23.0,1.0,4.0,121.0,1
1619,0,0.0,1.0,9.0,1,1,3.0,4.0,2,3.0,2,2.0,0.0,17.0,1.0,0.0,132.0,1
1620,0,10.0,1.0,6.0,1,0,3.0,3.0,0,1.0,1,3.0,1.0,18.0,0.0,2.0,236.0,0
1622,0,11.0,3.0,13.0,1,0,2.0,1.0,3,5.0,1,2.0,1.0,24.0,4.0,7.0,156.0,1
1624,0,23.0,1.0,10.0,2,1,3.0,3.0,1,4.0,1,4.0,0.0,14.0,0.0,6.0,291.0,1
1625,0,26.0,1.0,9.0,1,1,2.0,3.0,4,3.0,1,4.0,1.0,16.0,1.0,3.0,276.0,1
1627,0,2.0,3.0,8.0,2,1,2.0,3.0,3,1.0,2,2.0,0.0,18.0,0.0,9.0,146.0,0
1628,0,28.0,1.0,26.0,0,1,2.0,3.0,3,1.0,1,4.0,1.0,19.0,0.0,8.0,154.0,1
1629,0,0.0,1.0,17.0,1,1,2.0,3.0,3,5.0,1,2.0,1.0,13.0,1.0,3.0,147.0,0
1630,0,10.0,1.0,6.0,2,0,2.0,3.0,2,1.0,2,2.0,0.0,12.0,1.0,7.0,121.0,1
1632,0,11.0,1.0,29.0,2,1,2.0,3.0,3,1.0,1,10.0,0.0,14.0,0.0,2.0,157.0,1
1635,0,22.0,1.0,16.0,2,0,2.0,3.0,1,5.0,2,10.0,1.0,11.0,0.0,2.0,287.0,0
1636,0,9.0,1.0,9.0,0,1,1.0,3.0,3,4.0,2,5.0,0.0,12.0,2.0,7.0,145.0,1
1637,0,4.0,3.0,11.0,3,0,2.0,3.0,2,4.0,1,2.0,0.0,11.0,0.0,2.0,128.0,0
1638,1,0.0,3.0,10.0,3,1,2.0,4.0,3,1.0,2,2.0,1.0,12.0,4.0,4.0,158.0,1
1639,0,10.0,1.0,15.0,1,1,2.0,3.0,2,1.0,1,2.0,1.0,12.0,0.0,2.0,123.0,0
1643,0,9.0,1.0,24.0,2,1,2.0,1.0,2,1.0,1,5.0,0.0,18.0,1.0,0.0,137.0,0
1646,0,0.0,3.0,16.0,1,0,3.0,4.0,2,3.0,2,2.0,0.0,12.0,0.0,0.0,112.0,1
1647,0,1.0,1.0,22.0,1,1,3.0,1.0,3,5.0,2,1.0,0.0,19.0,0.0,7.0,157.0,1
1649,0,12.0,1.0,6.0,1,1,2.0,1.0,0,1.0,1,1.0,0.0,17.0,1.0,7.0,196.0,1
1650,0,9.0,1.0,30.0,2,0,2.0,3.0,3,4.0,1,8.0,0.0,15.0,1.0,8.0,157.0,0
1653,0,30.0,1.0,6.0,2,1,2.0,5.0,3,3.0,1,3.0,1.0,13.0,1.0,2.0,157.0,0
1654,0,4.0,1.0,11.0,0,1,2.0,3.0,2,1.0,1,1.0,1.0,12.0,1.0,3.0,148.0,1
1656,0,18.0,1.0,13.0,2,1,3.0,3.0,0,5.0,1,2.0,0.0,18.0,2.0,11.0,152.0,0
1657,0,4.0,1.0,8.0,2,1,2.0,3.0,2,1.0,1,1.0,1.0,18.0,2.0,2.0,127.0,1
1659,0,0.0,1.0,16.0,1,1,3.0,3.0,4,5.0,1,2.0,1.0,14.0,1.0,10.0,271.0,1
1660,0,16.0,1.0,16.0,2,0,2.0,3.0,2,1.0,2,1.0,0.0,19.0,0.0,7.0,125.0,0
1661,0,22.0,1.0,6.0,0,0,2.0,4.0,4,3.0,2,8.0,1.0,12.0,0.0,7.0,240.0,1
1662,1,15.0,1.0,14.0,1,1,2.0,4.0,3,4.0,1,3.0,0.0,15.0,7.0,7.0,149.0,1
1664,0,5.0,3.0,14.0,0,0,3.0,4.0,3,4.0,1,2.0,1.0,11.0,11.0,9.0,152.0,1
1666,0,4.0,3.0,13.0,3,1,3.0,3.0,3,1.0,1,5.0,0.0,12.0,0.0,7.0,175.0,1
1668,1,0.0,1.0,8.0,1,1,2.0,5.0,2,1.0,1,6.0,1.0,13.0,1.0,2.0,135.0,1
1669,0,3.0,1.0,34.0,1,0,3.0,3.0,3,1.0,1,2.0,0.0,13.0,1.0,9.0,158.0,1
1672,1,2.0,3.0,9.0,1,0,2.0,3.0,3,3.0,1,5.0,1.0,18.0,1.0,0.0,152.0,1
1673,0,6.0,3.0,16.0,3,1,2.0,4.0,3,1.0,2,4.0,0.0,14.0,1.0,1.0,147.0,0
1674,0,20.0,1.0,11.0,2,1,2.0,3.0,1,3.0,1,5.0,0.0,11.0,1.0,1.0,283.0,1
1675,0,16.0,1.0,16.0,2,0,2.0,4.0,3,3.0,1,2.0,0.0,11.0,1.0,0.0,153.0,0
1676,0,0.0,3.0,6.0,3,1,3.0,3.0,3,4.0,1,1.0,1.0,13.0,0.0,4.0,163.0,0
1677,0,27.0,1.0,26.0,2,0,2.0,3.0,3,3.0,2,4.0,0.0,12.0,0.0,3.0,149.0,0
1679,0,18.0,1.0,14.0,4,1,3.0,3.0,3,1.0,1,10.0,0.0,14.0,8.0,8.0,137.0,1
1680,0,99.0,3.0,6.0,1,1,2.0,5.0,3,1.0,1,3.0,1.0,22.0,1.0,2.0,175.0,1
1681,1,0.0,1.0,14.0,4,1,3.0,5.0,2,5.0,1,2.0,1.0,11.0,0.0,7.0,121.0,1
1682,0,2.0,1.0,15.0,4,1,1.0,4.0,2,1.0,2,1.0,0.0,17.0,1.0,2.0,140.0,1
1683,0,3.0,3.0,11.0,3,0,1.0,4.0,3,3.0,1,2.0,0.0,13.0,1.0,2.0,161.0,1
1687,0,4.0,1.0,13.0,1,0,2.0,3.0,0,1.0,2,2.0,1.0,14.0,4.0,10.0,171.0,1
1688,0,2.0,3.0,16.0,3,0,2.0,4.0,3,4.0,1,2.0,1.0,14.0,1.0,7.0,183.0,1
1689,0,8.0,1.0,11.0,0,1,3.0,3.0,0,4.0,2,1.0,0.0,13.0,1.0,13.0,181.0,1
1692,0,20.0,3.0,10.0,1,1,3.0,3.0,3,3.0,2,4.0,0.0,19.0,0.0,0.0,130.0,0
1693,0,15.0,1.0,29.0,2,0,2.0,3.0,4,1.0,2,3.0,0.0,14.0,0.0,0.0,260.0,1
1694,0,2.0,3.0,8.0,2,1,3.0,3.0,3,3.0,1,2.0,0.0,14.0,1.0,2.0,146.0,0
1696,0,5.0,1.0,8.0,1,0,3.0,3.0,2,4.0,1,2.0,0.0,13.0,0.0,7.0,124.0,1
1698,0,10.0,1.0,12.0,1,1,2.0,1.0,3,5.0,1,5.0,1.0,13.0,6.0,7.0,160.0,1
1699,0,3.0,3.0,31.0,0,0,2.0,3.0,3,3.0,1,8.0,1.0,12.0,2.0,2.0,147.0,0
1700,0,0.0,3.0,6.0,2,1,2.0,3.0,3,3.0,1,2.0,0.0,17.0,0.0,7.0,153.0,1
1701,0,15.0,1.0,8.0,4,1,3.0,4.0,3,1.0,2,4.0,0.0,23.0,1.0,0.0,168.0,1
1703,0,9.0,3.0,6.0,1,0,2.0,3.0,3,1.0,2,5.0,0.0,15.0,1.0,0.0,167.0,0
1704,0,9.0,3.0,9.0,1,1,2.0,4.0,0,1.0,1,5.0,0.0,11.0,0.0,12.0,197.0,0
1705,0,30.0,1.0,6.0,1,1,2.0,3.0,3,3.0,1,3.0,0.0,11.0,0.0,2.0,168.0,1
1706,0,13.0,1.0,16.0,2,0,2.0,1.0,2,3.0,1,4.0,1.0,13.0,0.0,7.0,122.0,1
1709,0,10.0,1.0,16.0,1,0,3.0,3.0,2,5.0,1,7.0,0.0,20.0,1.0,3.0,135.0,1
1710,0,19.0,1.0,13.0,1,0,1.0,3.0,3,3.0,1,3.0,0.0,14.0,1.0,0.0,153.0,0
1711,1,4.0,3.0,10.0,3,1,2.0,3.0,3,4.0,2,2.0,0.0,18.0,4.0,7.0,194.0,0
1712,0,23.0,1.0,16.0,0,1,3.0,4.0,0,1.0,2,7.0,0.0,15.0,1.0,3.0,205.0,1
1713,1,3.0,3.0,28.0,3,1,3.0,4.0,3,3.0,1,3.0,1.0,12.0,1.0,0.0,164.0,1
1714,0,4.0,1.0,15.0,2,1,2.0,4.0,2,4.0,2,1.0,1.0,16.0,2.0,2.0,127.0,1
1717,0,8.0,1.0,15.0,2,1,3.0,4.0,3,4.0,2,10.0,0.0,19.0,0.0,0.0,165.0,1
1718,0,0.0,1.0,6.0,1,1,2.0,3.0,2,4.0,1,2.0,0.0,11.0,0.0,4.0,138.0,1
1720,0,22.0,1.0,13.0,4,1,2.0,4.0,0,3.0,2,9.0,0.0,24.0,1.0,0.0,210.0,1
1721,0,24.0,3.0,20.0,2,0,2.0,3.0,3,1.0,1,5.0,0.0,11.0,1.0,7.0,149.0,1
1723,1,0.0,3.0,25.0,3,1,3.0,1.0,3,1.0,2,9.0,1.0,13.0,0.0,4.0,153.0,0
1724,0,28.0,1.0,8.0,2,0,3.0,3.0,4,1.0,2,3.0,1.0,13.0,0.0,2.0,267.0,1
1726,0,3.0,3.0,8.0,0,1,3.0,3.0,2,4.0,1,2.0,0.0,18.0,1.0,0.0,125.0,1
1727,1,0.0,1.0,9.0,0,1,3.0,3.0,2,5.0,2,1.0,0.0,22.0,0.0,4.0,131.0,0
1728,0,0.0,1.0,17.0,1,0,2.0,3.0,2,4.0,1,2.0,0.0,13.0,1.0,2.0,122.0,1
1729,0,9.0,3.0,8.0,1,1,3.0,4.0,0,3.0,1,2.0,0.0,13.0,8.0,0.0,176.0,1
1730,1,0.0,1.0,10.0,0,1,2.0,3.0,2,1.0,2,10.0,1.0,23.0,1.0,0.0,123.0,0
1732,0,13.0,3.0,8.0,3,0,2.0,3.0,3,4.0,1,8.0,0.0,12.0,0.0,3.0,157.0,1
1733,0,15.0,1.0,6.0,2,0,3.0,3.0,2,5.0,1,4.0,0.0,16.0,0.0,2.0,126.0,1
